,label,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25
0,1,-8.851253828788499,-7.87861320394034,-15.448973574679112,-12.20938970246908,-8.206218448529265,-10.58623304069335,-9.17739189851779,-4.222680606308138,-8.479563582700473,-6.63565899841491,-7.802519526034429,-6.720021967247441,-10.975281113127497,-13.262628423597226,-2.6200989439503646,-5.6018684096533775,-7.763878224372874,-8.739785572776004,-4.755464058731614,-1.4201933536853693,-13.291617789981885,-12.862103343964783,-11.33336763997641,-5.610509225564771,-10.372217459470447
1,1,-4.8392391695722505,-3.9111216973672294,-2.729871254664915,3.145013251534355,0.7526534028789817,-2.605349238183704,-2.713123688942201,-2.472971336338819,-0.5198406459420386,-0.8809252264499603,-3.5586821378073967,-4.469654028378231,-2.240926455288603,-1.8107930187279104,3.370081629043536,-3.5618904997196315,-1.1944876743918817,-4.597855406593398,-4.8013349337172135,-3.9662672112069823,-3.1728056481569293,-3.6994265147438306,-4.273948145419471,-5.002767632523136,-2.2975423370297845
2,1,-4.692646057759981,-4.94432669154757,-6.022839043898054,-0.050118157308241214,0.29214565471980203,-3.6881370696468694,-3.9952027321222787,0.6709494143171071,1.4339986101375761,5.562436609855222,1.9346555246061286,1.7169954240642336,-3.438791886981732,-8.38052502130063,3.764574225392032,-0.22376812864335405,-2.0044899265244553,-4.257084233361848,0.5569253965255672,5.116230258297015,-3.9899845737876594,-0.8213849096978352,-6.146428526325538,0.312066813765762,-1.1133705176336544
3,1,-1.78413129044711,0.9431189001786274,3.1542593701967947,6.026776227890625,7.772430374229299,-3.3714647977443,-0.0053410236969169255,11.111720586565172,3.075667923326009,12.045903683589746,5.390253252696363,9.05047366834544,7.103617736158282,-3.5627966858916333,9.76898180213356,6.900411038395866,0.9098141106065576,6.621659322643636,7.1802190799949805,12.698633674231727,2.5568398300915884,9.290284255412656,-4.14134085256636,2.86415810148223,5.396148281827799
4,0,-14.258899724854164,-9.687370684890865,-21.173259053979688,-15.79094028901219,-14.114644324991515,-22.643769131791323,-17.714741038875612,-11.516369319506444,-21.128634860590022,-12.176513651975254,-14.6314456371272,-17.884035503964867,-18.79798833357708,-16.56702565783466,-15.003647162141403,-21.90753526759842,-14.08676873028524,-14.08084463812494,-15.281240931613784,-10.560492957244964,-27.02127386099393,-19.90921789581728,-16.87531515760687,-14.49766936831381,-11.41338357271694
5,0,-27.212625354846157,-16.31939982685866,-22.351932508253764,-2.411292977185046,-15.486187590766372,-25.16355715895574,-20.62300971929318,-17.768089735778986,-14.563111722342729,-20.036277262318823,-15.151369084362365,-20.161848072635813,-16.18290923491001,-24.992987999074995,-15.023269905160229,-24.477409982976393,-21.638457155607234,-16.401493472334366,-20.927687062008737,-16.11050920035101,-24.043036347656667,-17.06354811525563,-28.214653001605274,-21.04743161322928,-9.778305779416804
6,0,8.707497287218109,10.878838068940647,9.044990963939988,3.7808554887359347,4.425052944023648,12.19768414809712,9.143712672327567,9.094987765318484,12.742886210304626,9.325247739349022,8.185500697848887,9.199461493004325,8.259656992077831,5.6058224848414255,4.972866191428699,7.268591690159657,9.067771159788304,9.48791266228299,12.298226886307383,13.386768287159027,5.336951101262852,16.91521939550665,11.839721912306295,9.47077784983942,5.119768080314562
7,0,-0.25606642184991657,3.281905403744924,-3.292800264090291,-6.403984648141043,1.8624857469531733,0.9882147781645881,2.804190241700149,1.3446369813793302,-1.0611304429137052,-4.848578353128178,-1.7766977122260383,-2.3306893859446336,-4.5800149022774175,-1.5597396097813858,-3.266787049710959,-3.224073178486656,-1.2662260161034633,-0.9281167551655836,-0.7187648239320336,0.21033898686943023,-0.3669712853026492,-2.3604133959884295,4.165879579402218,0.5479740163177103,-2.2673532010089286
8,1,15.10818353477803,14.789266188769458,16.93784101230042,5.188786825991479,13.72083236479622,18.27798879402524,18.653806041653468,13.812526157326266,9.324455474921242,9.290437305403092,13.344288543794308,17.29159087573289,21.281959319888816,15.895806366623372,15.328659590466932,12.329505593896293,14.767255469420784,18.14767689592554,17.613257023591657,10.777937715396323,13.416061432189709,18.23128389107868,23.106430280440378,14.623937519284771,9.84031995111714
9,1,6.2119368063532,9.023101934476779,6.253009251152867,0.5549188252007152,12.770033691494659,10.889168718531801,10.430953722733243,12.194437938769632,13.824668153755596,11.603514870175939,15.504762832856196,13.397764363076806,4.141764246658967,-0.8422803332643449,7.650717852791209,8.779831465143298,9.20332379989464,9.652971170174098,13.160000733154755,17.640402445106606,17.681907962160018,12.8624033005141,13.923013629214092,12.690014625708216,5.255073255509794
10,1,2.435866813547304,-6.1503775394469615,-1.6894002925522582,3.0310604316697636,-7.466064398733088,0.016247137731431275,-4.559561239779434,-7.549599494315921,-4.965007998483372,1.071440599383539,-7.26947005418822,-5.602979319258135,-0.8472010581371998,10.401944303514,3.408925910731634,-1.066992546646825,5.521506661865083,-7.891834342463989,-4.7959908376561255,-12.456023766523444,-8.892420162190536,-4.247873248278158,-1.935130349201149,-7.8978117338225555,-3.1432739715264386
11,0,-13.126299413357088,-6.45573458910422,-15.492997858475354,-13.215299095304559,-12.881934303866917,-4.509987410414755,-5.156120163580277,-12.984004903143102,-6.898333550285966,-18.71660278571647,-9.885702759876857,-12.496232498933379,-11.987527120236747,-13.709362147632396,-10.798747706105782,-14.47526739321013,-11.342604311666832,-10.040572364337896,-7.686803544265211,-12.332638192382575,-12.14337160553268,-16.64929282669347,-5.229323687416453,-5.1844289136797626,-10.912949177468985
12,1,-18.303728533694642,-13.986486868745002,-29.80162934723588,-18.691615061229438,-13.949960147689698,-24.479341778165523,-18.44514674859244,-16.1833570875811,-21.84423087192762,-16.318150893814234,-14.787861721391097,-14.682647039531112,-18.371585057567742,-22.642107849185155,-15.253961995315873,-23.4151259441215,-18.130321592161792,-18.529431527338172,-14.275811474752366,-10.545039692330093,-29.16404391556737,-20.401424061556686,-19.454058109440087,-16.836600490994584,-12.918426266153041
13,1,-4.207560694263119,-1.8109343248949452,0.1723182465369135,5.0482209767576665,2.076613593343954,-3.6919637628373416,-3.687319871015532,6.847125735105363,5.728476725521808,5.617884471588919,1.0868151685434588,2.2693551101343634,-1.827764166196569,-6.995191346932391,2.3027381395484054,5.453877942358685,-3.7260234745476546,0.1419038191641124,1.9680394114651478,7.3957025271159536,1.2405184361191515,5.0224839794543445,-7.249981427927512,0.2566632966703855,0.5885049473827901
14,1,-7.270112352557579,-11.284087839905027,-11.882320419604989,-3.261398957236619,-6.479318616972485,-19.220814933484586,-17.01240076364221,-0.90871341310626,-6.983047419037434,5.961170155569455,-7.272933420830287,-0.9970917692274985,-7.261696204590357,-14.406304595845162,-8.489865796834982,-1.6733136380555447,-11.861078528711456,-8.542385515311153,-2.9534222326739834,5.37226278826984,-11.692040861908046,-4.930129315807774,-18.795289481613228,-10.10366931259124,-4.70694129514206
15,0,6.524460627075576,7.301989402077338,11.672926425277483,11.110019609442523,8.853431208708407,13.827178120489933,10.900645823398964,8.095667364745541,14.614408397962485,13.333518166678395,12.661232992914268,11.20068196328967,15.312840454032358,8.129171710071383,17.801411045536522,8.28220590333355,15.394083006562651,10.277678823298341,10.527044167292376,12.094639371333319,9.349521291635337,16.68098661467157,11.390383321605011,10.943614746388485,6.497810797455234
16,1,-7.655684413658139,-4.510597579717595,-5.616343944322565,2.116008218732871,-0.5796806971448122,-3.1930419978804236,-5.475460791833113,-3.7930437001888193,1.105836625930134,-2.629620170456296,-2.793043891574642,-4.153854048727021,-4.664836230113755,-6.605745235026661,-1.8604655516803406,-4.033911044327346,-4.134081349507864,-7.025560128736157,-5.362487222017462,-2.72738993659836,-4.056617352254623,0.7208680969188126,-6.636873180791486,-3.799459196993147,-1.5347527582711922
17,1,-2.5339427279460605,-5.123116197241494,-5.9458310010699265,0.40981136438377946,-5.2358718682551,-3.6961389356312817,-4.976901070742199,-6.821702567442906,-5.060722813113166,-4.571201023785565,-5.538370295627789,-4.1897022367967836,1.5667051354866957,-3.6978674114011763,-3.1362049961377947,-5.223235987456236,-3.5591380170104485,-4.382267674544149,-5.578132018215881,-2.845874656476049,-9.853305275860933,1.1699735116752825,-5.535610327681239,-3.702002036483388,-1.529739493970786
18,0,12.656729066934918,13.231149855521448,19.267003998398458,15.30453315273873,15.246827795749574,20.133955328352805,17.09695487568653,15.652169465468743,21.14841055410514,16.84932497256499,18.680094825277397,19.204759916515737,18.632755557862836,12.349742000733094,16.146543926062385,17.262056436739698,16.142941775151655,15.131496489430992,15.746635838420891,17.35673693809041,20.827548233862345,24.32514743032592,15.98967053257339,17.08339603501339,15.85885631962356
19,0,13.3529929961671,4.984539850375869,10.727065189263717,4.8207186475498895,8.737979227237602,15.614139133147978,8.496803783623243,5.729654322906907,8.03817344744476,11.855149094146448,4.693752306874337,9.118117610808968,8.948613757946514,15.712251115465472,8.713602189162307,11.596563548703054,14.134715056213972,5.97057882848804,11.74421712942939,2.322988417252782,14.049746694144043,13.406505358257741,19.408467736356226,6.906574505094599,3.4607799265874446
20,1,-1.585869124607852,6.711156151761354,5.719925276159651,0.15604910241583614,2.3239596758267456,8.986731308333141,6.4064319415453586,9.326559007264194,8.958071659998703,-1.8241856762266284,6.0362895494619115,2.8896481899662434,-1.6219975947646748,0.5959032561473079,2.7716535276574827,6.190868417210852,1.895823460082862,4.04824616394169,5.326391162763885,0.5188416583417054,9.064940284455885,5.224344701132337,7.154318585687703,7.906580141966531,2.7580452055857965
21,0,4.400983676969979,0.47669641324356443,2.5520020133562533,7.950040796070475,3.1764449931411454,11.59473164288815,5.4765329061362955,-2.563306621515075,4.888331769732386,4.715147481596499,2.5396517898658004,2.354298711695999,7.9949658401176045,8.195822895616875,10.319213083395367,-1.5101178430628557,12.313177631547621,0.5768449169680387,2.7890667738918085,-2.8446361214003835,0.6753373362607044,10.31822223784954,11.656709611761128,0.8850769430888522,3.3827977293747407
22,0,15.847891218022347,3.9086446084394897,15.014237612865331,9.15663017362099,6.911704222320298,20.427603914260036,14.844926522036735,2.0070555034496578,9.958043132465239,7.662355820445973,8.771367008628435,9.710114655766244,10.183984015391857,17.404479595311287,8.55592786233999,13.704427572046063,13.860446018626455,7.950682127913824,6.980399194484841,0.144018669923676,19.407967418785592,3.3693379838903823,15.314060335829469,10.976929954627641,7.675046622918152
23,1,5.437046071114558,2.268146765900718,4.610803681442801,7.977520708940003,6.560062764606263,1.7937150361964223,1.4300679020828877,10.32516945189631,14.982565231667168,12.0704136956766,10.63698114514505,12.8405905374857,5.939437695255218,-0.024970177963663832,8.887024166027546,13.192276197943386,6.023525793639492,2.075357282333937,8.029853507882091,14.516986906912027,9.64958962814813,10.650884190277523,0.13043035973530281,3.7435097977437377,4.100556515115959
24,0,-0.08606365942704484,2.3903390423911803,0.9570028447240636,0.05789189112157187,2.0469235853705685,4.003858041840336,3.666707945055497,0.6908493008508004,0.752437156626868,2.1765010683799972,3.491211711227577,-1.4269065656443272,-2.7988746694537423,0.7514911228873418,2.686497768668939,-3.5274170646769893,2.946660702889497,1.3765661965377922,1.174262192393883,-0.2566965555882162,0.5189906856981058,0.9827342922544512,5.775222445363126,2.997717938683232,0.7538866559824388
